,type,address,zip,price,date
341,45 CONDO HOTELS,1 CENTRAL PARK WEST,10023,810000,12/17/2019
342,45 CONDO HOTELS,1 CENTRAL PARK WEST,10023,833000,12/9/2019
343,45 CONDO HOTELS,1 CENTRAL PARK WEST,10023,910000,8/14/2019
344,45 CONDO HOTELS,1965 BROADWAY,10023,210000,11/20/2019
345,45 CONDO HOTELS,1965 BROADWAY,10023,0,4/22/2019
346,45 CONDO HOTELS,1965 BROADWAY,10023,208000,3/15/2019
347,45 CONDO HOTELS,1965 BROADWAY,10023,200500,1/4/2019
348,45 CONDO HOTELS,1965 BROADWAY,10023,312000,4/15/2019
349,45 CONDO HOTELS,1965 BROADWAY,10023,208000,3/29/2019
350,45 CONDO HOTELS,1965 BROADWAY,10023,106700,12/20/2019
351,45 CONDO HOTELS,1965 BROADWAY,10023,319410,3/28/2019
352,45 CONDO HOTELS,1965 BROADWAY,10023,304500,8/28/2019
353,45 CONDO HOTELS,1965 BROADWAY,10023,180492,7/15/2019
354,45 CONDO HOTELS,155 WEST 66TH STREET,10023,0,12/20/2019
355,45 CONDO HOTELS,155 WEST 66TH STREET,10023,247500,6/27/2019
356,45 CONDO HOTELS,155 WEST 66 STREET,10023,0,1/31/2019
357,45 CONDO HOTELS,155 WEST 66TH STREET,10023,245000,8/28/2019
358,45 CONDO HOTELS,155 WEST 66TH STREET,10023,0,3/27/2019
359,45 CONDO HOTELS,155 WEST 66TH STREET,10023,285000,4/16/2019
360,45 CONDO HOTELS,155 WEST 66TH STREET,10023,185000,7/23/2019
361,45 CONDO HOTELS,155 WEST 66TH STREET,10023,0,2/15/2019
362,45 CONDO HOTELS,155 WEST 66TH STREET,10023,175000,1/24/2019
363,45 CONDO HOTELS,155 WEST 66TH STREET,10023,0,2/26/2019
364,45 CONDO HOTELS,155 WEST 66TH STREET,10023,250000,2/20/2019
365,45 CONDO HOTELS,155 WEST 66TH STREET,10023,242000,2/20/2019
366,46  CONDO STORE BUILDINGS,25 CENTRAL PARK WEST,10023,0,6/18/2015
367,46  CONDO STORE BUILDINGS,25 CENTRAL PARK WEST,10023,0,6/18/2015
368,46  CONDO STORE BUILDINGS,25 CENTRAL PARK WEST,10023,0,6/18/2015
369,46  CONDO STORE BUILDINGS,27 WEST 72ND   STREET,10023,9500000,3/27/2015
370,46  CONDO STORE BUILDINGS,200 WEST 78TH   STREET,10024,0,11/26/2015
371,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,5/20/2015
372,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,3/31/2015
373,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,5/20/2015
374,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,3/31/2015
375,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,5/20/2015
376,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,3/31/2015
377,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,5/20/2015
378,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,3/31/2015
379,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,5/20/2015
380,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,3/31/2015
381,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,5/20/2015
382,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,3/31/2015
383,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,5/20/2015
384,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,3/31/2015
385,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,5/20/2015
386,46  CONDO STORE BUILDINGS,200 WEST 79TH   STREET,10024,0,3/31/2015
387,46  CONDO STORE BUILDINGS,50 RIVERSIDE BOULEVARD,10069,10255038,10/9/2015
388,46  CONDO STORE BUILDINGS,33 WEST END AVENUE,10023,0,2/13/2015
389,46  CONDO STORE BUILDINGS,33 WEST END AVENUE,10023,0,2/13/2015
390,46  CONDO STORE BUILDINGS,235 WEST 75TH   STREET,10023,103500000,6/28/2016
391,46  CONDO STORE BUILDINGS,235 WEST 75TH   STREET,10023,0,6/28/2016
392,46 CONDO STORE BUILDINGS,54 WEST 74TH   STREET,10023,0,5/11/2017
393,46 CONDO STORE BUILDINGS,210 WEST 77TH   STREET,10024,3900000,7/12/2017
394,46 CONDO STORE BUILDINGS,2021 BROADWAY,10023,39000000,2/12/2018
395,46 CONDO STORE BUILDINGS,21 WEST END AVENUE,10023,0,2/23/2018
396,46 CONDO STORE BUILDINGS,43 WEST 64TH STREET,10023,14500000,7/24/2019
397,46 CONDO STORE BUILDINGS,43 WEST 64TH STREET,10023,14500000,7/24/2019
398,46 CONDO STORE BUILDINGS,2025 BROADWAY,10023,675000,8/22/2019
399,46 CONDO STORE BUILDINGS,7 WEST END AVENUE,10023,38760000,4/9/2019
400,47  CONDO NON-BUSINESS STORAGE,1 CENTRAL PARK WEST,10023,0,11/5/2015
401,47  CONDO NON-BUSINESS STORAGE,43 WEST 64TH   STREET,10023,0,3/19/2015
402,47  CONDO NON-BUSINESS STORAGE,43 WEST 64TH   STREET,10023,0,11/30/2015
403,47  CONDO NON-BUSINESS STORAGE,43 WEST 64TH   STREET,10023,0,7/2/2015
404,47  CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,0,5/26/2015
405,47  CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,17922,8/21/2015
406,47  CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,0,11/5/2015
407,47  CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,0,8/7/2015
408,47  CONDO NON-BUSINESS STORAGE,2112 BROADWAY,10023,0,2/18/2015
409,47  CONDO NON-BUSINESS STORAGE,2112 BROADWAY,10023,80000,6/8/2015
410,47  CONDO NON-BUSINESS STORAGE,2112 BROADWAY,10023,0,9/8/2015
411,47  CONDO NON-BUSINESS STORAGE,2112 BROADWAY,10023,0,9/8/2015
412,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BLVD,10069,0,4/29/2015
413,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,4/24/2015
414,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,8/17/2015
415,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,1/7/2015
416,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,6/4/2015
417,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,3/16/2015
418,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,11/25/2015
419,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,6/29/2015
420,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,4/8/2015
421,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,1/8/2015
422,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,10/9/2015
423,47  CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,0,3/11/2015
424,47  CONDO NON-BUSINESS STORAGE,1 CENTRAL PARK WEST,10023,0,2/26/2016
425,47  CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,20300,6/22/2016
426,47  CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,12350,6/23/2016
427,47  CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,12500,3/3/2016
428,47  CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,7500,11/7/2016
429,47  CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,22000,7/1/2016
430,47  CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,0,10/13/2016
431,47  CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,0,5/31/2016
432,47  CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,17500,11/17/2016
433,47  CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,0,5/13/2016
434,47  CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,100,9/30/2016
435,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,3/28/2016
436,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,30000,7/19/2016
437,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,20000,5/20/2016
438,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,7/12/2016
439,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,1/20/2016
440,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,40000,9/28/2016
441,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,30000,6/14/2016
442,47  CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,23500,9/28/2016
443,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,6/21/2016
444,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,15000,10/19/2016
445,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,5500,12/15/2016
446,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,3/18/2016
447,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,9/27/2016
448,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,2/17/2016
449,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,2/17/2016
450,47  CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,22000,11/28/2016
451,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH   STREET,10023,0,8/30/2017
452,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH   STREET,10023,0,8/22/2017
453,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH   STREET,10023,0,3/31/2017
454,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH   STREET,10023,0,3/31/2017
455,47 CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,0,8/21/2017
456,47 CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,0,2/28/2017
457,47 CONDO NON-BUSINESS STORAGE,243 WEST 60TH   STREET,10023,0,1/25/2017
458,47 CONDO NON-BUSINESS STORAGE,235 WEST 71ST   STREET,10023,0,3/1/2017
459,47 CONDO NON-BUSINESS STORAGE,235 WEST 71ST   STREET,10023,0,3/1/2017
460,47 CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,0,11/21/2017
461,47 CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,0,6/20/2017
462,47 CONDO NON-BUSINESS STORAGE,201 WEST 72ND   STREET,10023,25000,4/21/2017
463,47 CONDO NON-BUSINESS STORAGE,2148 BROADWAY,10023,0,2/10/2017
464,47 CONDO NON-BUSINESS STORAGE,2148 BROADWAY,10023,0,3/27/2017
465,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,28500,5/8/2017
466,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,10,7/20/2017
467,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,18000,6/19/2017
468,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,7/11/2017
469,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,7/11/2017
470,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,10/25/2017
471,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,28500,3/15/2017
472,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,6/20/2017
473,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BLVD.,10069,0,5/24/2017
474,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,20000,12/26/2017
475,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,9/8/2017
476,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,10,7/20/2017
477,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,20000,6/5/2017
478,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,10000,6/9/2017
479,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,12/31/2017
480,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,7/13/2017
481,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,7/13/2017
482,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,10/2/2017
483,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,7/28/2017
484,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,6/27/2017
485,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,119276,6/27/2017
486,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,6/27/2017
487,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,6/27/2017
488,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,8/10/2017
489,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,10000,11/17/2017
490,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,20000,6/7/2017
491,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,10000,9/15/2017
492,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,10000,9/15/2017
493,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,27000,10/27/2017
494,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH STREET,10023,0,7/13/2018
495,47 CONDO NON-BUSINESS STORAGE,243 WEST 60TH STREET,10023,0,10/26/2018
496,47 CONDO NON-BUSINESS STORAGE,243 WEST 60TH STREET,10023,0,10/26/2018
497,47 CONDO NON-BUSINESS STORAGE,243 WEST 60TH STREET,10023,0,8/2/2018
498,47 CONDO NON-BUSINESS STORAGE,243 WEST 60TH STREET,10023,0,7/26/2018
499,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,7/12/2018
500,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,8/9/2018
501,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,9/28/2018
502,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,6/18/2018
503,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,8/10/2018
504,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,8/14/2018
505,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,8/9/2018
506,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,1/8/2018
507,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,1/24/2018
508,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,1/24/2018
509,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,2/20/2018
510,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,2/20/2018
511,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,2/20/2018
512,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,1/24/2018
513,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,2/20/2018
514,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,11/13/2018
515,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,20000,11/30/2018
516,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,11/30/2018
517,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,2/20/2018
518,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,11/13/2018
519,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,29000,8/17/2018
520,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,5000,10/23/2018
521,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH STREET,10023,3350000,8/2/2019
522,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH STREET,10023,3900000,11/4/2019
523,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH STREET,10023,10,1/4/2019
524,47 CONDO NON-BUSINESS STORAGE,43 WEST 64TH STREET,10023,0,4/25/2019
525,47 CONDO NON-BUSINESS STORAGE,243 WEST 60TH STREET,10023,1934675,7/12/2019
526,47 CONDO NON-BUSINESS STORAGE,201 WEST 72ND STREET,10023,3100000,6/26/2019
527,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,1750000,3/15/2019
528,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,1055000,6/19/2019
529,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,40000,12/27/2019
530,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,23000,8/1/2019
531,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,2220000,6/27/2019
532,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,999999,12/20/2019
533,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,1045000,7/9/2019
534,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,15000,8/30/2019
535,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,15000,8/30/2019
536,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,2316967,8/28/2019
537,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,2316967,8/28/2019
538,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,2800000,5/28/2019
539,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,0,10/24/2019
540,47 CONDO NON-BUSINESS STORAGE,220 RIVERSIDE BOULEVARD,10069,2995000,9/16/2019
541,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,3/4/2019
542,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,12/18/2019
543,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,12/18/2019
544,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,12/18/2019
545,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,12/18/2019
546,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,12/2/2019
547,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,12/2/2019
548,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,3900000,4/29/2019
549,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,5275000,9/26/2019
550,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,30000,1/30/2019
551,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,30000,1/30/2019
552,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,30000,1/30/2019
553,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,30000,1/30/2019
554,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,0,12/18/2019
555,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,3900000,4/29/2019
556,47 CONDO NON-BUSINESS STORAGE,240 RIVERSIDE BOULEVARD,10069,6500000,6/28/2019
557,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,23000,6/28/2019
558,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,20700,7/2/2019
559,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,18600,7/22/2019
560,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,2195000,6/14/2019
561,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,2195000,6/14/2019
562,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,20000,6/24/2019
563,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,25500,6/28/2019
564,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,12000,7/24/2019
565,47 CONDO NON-BUSINESS STORAGE,120 RIVERSIDE BOULEVARD,10069,875000,10/23/2019
566,47 CONDO NON-BUSINESS STORAGE,22 RIVERSIDE DRIVE,10023,0,9/19/2019
567,47 CONDO NON-BUSINESS STORAGE,22 RIVERSIDE DRIVE,10023,4000000,12/17/2019
568,RESIDENTIAL,42 WEST 71ST   STREET,10023,18355000,8/3/2015
569,RESIDENTIAL,42 WEST 71ST   STREET,10023,0,8/3/2015
570,RESIDENTIAL,52 WEST 76TH STREET,10023,18500000,7/15/2015
571,RESIDENTIAL,108 WEST 76TH   STREET,10023,7750000,8/17/2015
572,RESIDENTIAL,332 WEST 77TH   STREET,10024,0,7/20/2015
573,RESIDENTIAL,37 WEST 70TH   STREET,10023,16350000,8/7/2015
574,RESIDENTIAL,26 WEST 71ST   STREET,10023,11900000,1/9/2015
575,RESIDENTIAL,28 WEST 71ST STREET,10023,0,10/16/2015
576,RESIDENTIAL,310 WEST 71ST STREET,10023,0,11/3/2015
577,RESIDENTIAL,333 WEST 71ST STREET,10023,0,12/17/2015
578,RESIDENTIAL,163 WEST 76TH STREET,10023,8725000,7/2/2015
579,RESIDENTIAL,129 WEST 78TH STREET,10024,1,12/9/2015
580,RESIDENTIAL,14 WEST 64TH STREET,10023,0,3/17/2015
581,RESIDENTIAL,14 WEST 69,10023,0,2/11/2015
582,RESIDENTIAL,54 WEST 71ST   STREET,10023,9000000,9/28/2015
583,RESIDENTIAL,60 WEST 71ST STREET,10023,0,8/17/2015
584,RESIDENTIAL,18 WEST 75TH   STREET,10023,11350000,5/18/2015
585,RESIDENTIAL,18 WEST 75TH   STREET,10023,0,3/20/2015
586,RESIDENTIAL,58 WEST 75TH STREET,10023,9100000,6/4/2015
587,RESIDENTIAL,18 WEST 76TH   STREET,10023,11650000,7/13/2015
588,RESIDENTIAL,124 WEST 71ST STREET,10023,0,7/30/2015
589,RESIDENTIAL,114 WEST 73RD STREET,10023,7800000,7/17/2015
590,RESIDENTIAL,108 WEST 74TH   STREET,10023,0,9/17/2015
591,RESIDENTIAL,304 COLUMBUS AVENUE,10023,0,9/18/2015
592,RESIDENTIAL,147 WEST 75TH   STREET,10023,0,3/19/2015
593,RESIDENTIAL,155 WEST 75TH   STREET,10023,6500000,4/2/2015
594,RESIDENTIAL,392 COLUMBUS AVENUE,10024,10000000,3/18/2015
595,RESIDENTIAL,257 WEST 70TH   STREET,10023,4425000,9/16/2015
596,RESIDENTIAL,221 WEST 70TH   STREET,10023,6000000,6/15/2015
597,RESIDENTIAL,248 WEST 73RD   STREET,10023,0,12/4/2015
598,RESIDENTIAL,260 WEST 73RD   STREET,10023,7000000,9/17/2015
599,RESIDENTIAL,266 WEST 73RD ST,10023,2725000,3/19/2015
600,RESIDENTIAL,256 WEST 75TH   STREET,10023,0,8/19/2015
601,RESIDENTIAL,309 WEST 71ST   STREET,10023,0,3/30/2015
602,RESIDENTIAL,315 WEST 71ST,10023,0,9/29/2015
603,RESIDENTIAL,315 WEST 71ST   STREET,10023,0,9/29/2015
604,RESIDENTIAL,307 WEST 71ST   STREET,10023,3600000,4/15/2015
605,RESIDENTIAL,338 WEST 72ND STREET,10023,0,2/6/2015
606,RESIDENTIAL,23 RIVERSIDE DRIVE,10023,1257920,4/30/2015
607,RESIDENTIAL,303 WEST 74TH   STREET,10023,0,12/4/2015
608,RESIDENTIAL,318 WEST 75TH STREET,10023,0,2/17/2015
609,RESIDENTIAL,24 RIVERSIDE DRIVE,10023,1257920,4/30/2015
610,RESIDENTIAL,310 WEST 78 STREET,10024,0,7/31/2015
611,RESIDENTIAL,210 WEST 70TH   STREET,10023,133000000,12/15/2015
612,RESIDENTIAL,372-378 WEST END AVENUE,10024,45000000,8/20/2015
613,RESIDENTIAL,365 WEST END AVENUE,10024,0,12/15/2015
614,RESIDENTIAL,52 WEST 70TH STREET,10023,2507500,6/24/2015
615,RESIDENTIAL,36 WEST 71ST STREET,10023,14000000,6/10/2015
616,RESIDENTIAL,36 WEST 71ST STREET,10023,14000000,6/10/2015
617,RESIDENTIAL,25 WEST 71ST STREET,10023,1487805,3/2/2015
618,RESIDENTIAL,25 WEST 71ST STREET,10023,1562195,3/2/2015
619,RESIDENTIAL,25 WEST 71ST STREET,10023,1495000,4/24/2015
620,RESIDENTIAL,46 WEST 75,10023,2100000,6/29/2015
621,RESIDENTIAL,41 WEST 75TH   STREET,10023,2779000,12/18/2015
622,RESIDENTIAL,41 WEST 75TH   STREET,10023,2779000,12/18/2015
623,RESIDENTIAL,128 WEST 70TH STREET,10023,425000,1/14/2015
624,RESIDENTIAL,128 WEST 70TH STREET,10023,430000,4/20/2015
625,RESIDENTIAL,136 WEST 70TH STREET,10023,1299000,10/20/2015
626,RESIDENTIAL,111 WEST 70TH   STREET,10023,465000,1/8/2015
627,RESIDENTIAL,111 WEST 70TH   STREET,10023,665000,11/12/2015
628,RESIDENTIAL,109 WEST 70TH STREET,10023,450000,12/15/2015
629,RESIDENTIAL,109 WEST 70TH STREET,10023,0,12/15/2015
630,RESIDENTIAL,110 WEST 71ST STREET,10023,550000,5/19/2015
631,RESIDENTIAL,130 WEST 71ST STREET,10023,0,5/11/2015
632,RESIDENTIAL,132 WEST 71ST STREET,10023,499000,3/9/2015
633,RESIDENTIAL,122 WEST 73RD STREET,10023,712733,5/5/2015
634,RESIDENTIAL,167 WEST 73RD STREET,10023,499000,1/22/2015
635,RESIDENTIAL,169 WEST 73RD STREET,10023,609770,3/11/2015
636,RESIDENTIAL,146 WEST 74TH STREET,10023,1170000,6/6/2015
637,RESIDENTIAL,159 WEST 74TH STREET,10023,1875000,5/29/2015
