RESIDENTIAL,1/1/2018
RESIDENTIAL,1/1/2018
RESIDENTIAL,1/1/2018
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2017
RESIDENTIAL,1/10/2018
RESIDENTIAL,1/10/2018
RESIDENTIAL,1/10/2018
RESIDENTIAL,1/10/2018
RESIDENTIAL,1/10/2018
RESIDENTIAL,1/10/2019
RESIDENTIAL,1/10/2019
RESIDENTIAL,1/10/2019
RESIDENTIAL,1/10/2019
RESIDENTIAL,1/11/2016
RESIDENTIAL,1/11/2016
RESIDENTIAL,1/11/2016
RESIDENTIAL,1/11/2016
RESIDENTIAL,1/11/2016
RESIDENTIAL,1/11/2017
RESIDENTIAL,1/11/2017
RESIDENTIAL,1/11/2017
RESIDENTIAL,1/11/2017
RESIDENTIAL,1/11/2017
RESIDENTIAL,1/11/2017
RESIDENTIAL,1/11/2017
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2018
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/11/2019
RESIDENTIAL,1/12/2015
RESIDENTIAL,1/12/2015
RESIDENTIAL,1/12/2015
RESIDENTIAL,1/12/2015
RESIDENTIAL,1/12/2015
RESIDENTIAL,1/12/2015
RESIDENTIAL,1/12/2015
RESIDENTIAL,1/12/2015
RESIDENTIAL,1/12/2016
RESIDENTIAL,1/12/2016
RESIDENTIAL,1/12/2016
RESIDENTIAL,1/12/2016
RESIDENTIAL,1/12/2016
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2017
RESIDENTIAL,1/12/2018
RESIDENTIAL,1/12/2018
RESIDENTIAL,1/12/2018
RESIDENTIAL,1/12/2018
RESIDENTIAL,1/12/2018
RESIDENTIAL,1/12/2018
RESIDENTIAL,1/13/2015
RESIDENTIAL,1/13/2015
RESIDENTIAL,1/13/2015
RESIDENTIAL,1/13/2016
RESIDENTIAL,1/13/2016
RESIDENTIAL,1/13/2016
RESIDENTIAL,1/13/2016
RESIDENTIAL,1/13/2016
RESIDENTIAL,1/13/2016
RESIDENTIAL,1/13/2016
RESIDENTIAL,1/13/2017
RESIDENTIAL,1/13/2017
RESIDENTIAL,1/13/2017
RESIDENTIAL,1/13/2017
RESIDENTIAL,1/13/2017
RESIDENTIAL,1/13/2017
RESIDENTIAL,1/13/2018
RESIDENTIAL,1/14/2015
RESIDENTIAL,1/14/2015
RESIDENTIAL,1/14/2015
RESIDENTIAL,1/14/2015
RESIDENTIAL,1/14/2015
RESIDENTIAL,1/14/2015
RESIDENTIAL,1/14/2015
RESIDENTIAL,1/14/2015
RESIDENTIAL,1/14/2016
RESIDENTIAL,1/14/2016
RESIDENTIAL,1/14/2016
RESIDENTIAL,1/14/2016
RESIDENTIAL,1/14/2016
RESIDENTIAL,1/14/2019
RESIDENTIAL,1/14/2019
RESIDENTIAL,1/14/2019
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2015
RESIDENTIAL,1/15/2016
RESIDENTIAL,1/15/2016
RESIDENTIAL,1/15/2016
RESIDENTIAL,1/15/2016
RESIDENTIAL,1/15/2016
RESIDENTIAL,1/15/2016
RESIDENTIAL,1/15/2017
RESIDENTIAL,1/15/2019
RESIDENTIAL,1/15/2019
RESIDENTIAL,1/15/2019
RESIDENTIAL,1/15/2019
RESIDENTIAL,1/15/2019
RESIDENTIAL,1/15/2019
RESIDENTIAL,1/15/2019
RESIDENTIAL,1/16/2015
RESIDENTIAL,1/16/2015
RESIDENTIAL,1/16/2015
RESIDENTIAL,1/16/2015
RESIDENTIAL,1/16/2015
RESIDENTIAL,1/16/2015
RESIDENTIAL,1/16/2016
RESIDENTIAL,1/16/2018
RESIDENTIAL,1/16/2018
RESIDENTIAL,1/16/2018
RESIDENTIAL,1/16/2018
RESIDENTIAL,1/16/2018
RESIDENTIAL,1/16/2018
RESIDENTIAL,1/16/2018
RESIDENTIAL,1/16/2018
RESIDENTIAL,1/16/2019
RESIDENTIAL,1/16/2019
RESIDENTIAL,1/16/2019
RESIDENTIAL,1/17/2017
RESIDENTIAL,1/17/2017
RESIDENTIAL,1/17/2017
RESIDENTIAL,1/17/2017
RESIDENTIAL,1/17/2018
RESIDENTIAL,1/17/2018
RESIDENTIAL,1/17/2018
RESIDENTIAL,1/17/2018
RESIDENTIAL,1/17/2018
RESIDENTIAL,1/17/2018
RESIDENTIAL,1/17/2019
RESIDENTIAL,1/17/2019
RESIDENTIAL,1/17/2019
RESIDENTIAL,1/17/2019
RESIDENTIAL,1/17/2019
RESIDENTIAL,1/18/2017
RESIDENTIAL,1/18/2017
RESIDENTIAL,1/18/2017
RESIDENTIAL,1/18/2017
RESIDENTIAL,1/18/2018
RESIDENTIAL,1/18/2018
RESIDENTIAL,1/18/2018
RESIDENTIAL,1/18/2018
RESIDENTIAL,1/18/2018
RESIDENTIAL,1/18/2018
RESIDENTIAL,1/18/2018
RESIDENTIAL,1/18/2019
RESIDENTIAL,1/18/2019
RESIDENTIAL,1/18/2019
RESIDENTIAL,1/18/2019
RESIDENTIAL,1/19/2016
RESIDENTIAL,1/19/2016
RESIDENTIAL,1/19/2016
RESIDENTIAL,1/19/2016
RESIDENTIAL,1/19/2016
RESIDENTIAL,1/19/2017
RESIDENTIAL,1/19/2017
RESIDENTIAL,1/19/2017
RESIDENTIAL,1/19/2017
RESIDENTIAL,1/19/2017
RESIDENTIAL,1/19/2017
RESIDENTIAL,1/19/2017
RESIDENTIAL,1/19/2017
RESIDENTIAL,1/19/2018
RESIDENTIAL,1/19/2018
RESIDENTIAL,1/19/2018
RESIDENTIAL,1/19/2018
RESIDENTIAL,1/19/2018
RESIDENTIAL,1/19/2018
RESIDENTIAL,1/19/2018
RESIDENTIAL,1/2/2017
RESIDENTIAL,1/2/2018
RESIDENTIAL,1/2/2018
RESIDENTIAL,1/2/2019
RESIDENTIAL,1/2/2019
RESIDENTIAL,1/20/2015
RESIDENTIAL,1/20/2015
RESIDENTIAL,1/20/2015
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2016
RESIDENTIAL,1/20/2017
RESIDENTIAL,1/20/2017
RESIDENTIAL,1/20/2017
RESIDENTIAL,1/21/2015
RESIDENTIAL,1/21/2015
RESIDENTIAL,1/21/2015
RESIDENTIAL,1/21/2016
RESIDENTIAL,1/21/2016
RESIDENTIAL,1/21/2016
RESIDENTIAL,1/21/2016
RESIDENTIAL,1/21/2016
RESIDENTIAL,1/21/2016
RESIDENTIAL,1/22/2015
RESIDENTIAL,1/22/2015
RESIDENTIAL,1/22/2015
RESIDENTIAL,1/22/2015
RESIDENTIAL,1/22/2015
RESIDENTIAL,1/22/2015
RESIDENTIAL,1/22/2015
RESIDENTIAL,1/22/2015
RESIDENTIAL,1/22/2016
RESIDENTIAL,1/22/2016
RESIDENTIAL,1/22/2016
RESIDENTIAL,1/22/2016
RESIDENTIAL,1/22/2018
RESIDENTIAL,1/22/2018
RESIDENTIAL,1/22/2018
RESIDENTIAL,1/22/2018
RESIDENTIAL,1/22/2018
RESIDENTIAL,1/22/2019
RESIDENTIAL,1/22/2019
RESIDENTIAL,1/23/2015
RESIDENTIAL,1/23/2015
RESIDENTIAL,1/23/2015
RESIDENTIAL,1/23/2015
RESIDENTIAL,1/23/2015
RESIDENTIAL,1/23/2015
RESIDENTIAL,1/23/2017
RESIDENTIAL,1/23/2017
RESIDENTIAL,1/23/2017
RESIDENTIAL,1/23/2017
RESIDENTIAL,1/23/2017
RESIDENTIAL,1/23/2018
RESIDENTIAL,1/23/2018
RESIDENTIAL,1/23/2019
RESIDENTIAL,1/23/2019
RESIDENTIAL,1/23/2019
RESIDENTIAL,1/23/2019
RESIDENTIAL,1/24/2017
RESIDENTIAL,1/24/2017
RESIDENTIAL,1/24/2017
RESIDENTIAL,1/24/2017
RESIDENTIAL,1/24/2017
RESIDENTIAL,1/24/2017
RESIDENTIAL,1/24/2018
RESIDENTIAL,1/24/2018
RESIDENTIAL,1/24/2018
RESIDENTIAL,1/24/2018
RESIDENTIAL,1/24/2018
RESIDENTIAL,1/24/2018
RESIDENTIAL,1/24/2018
RESIDENTIAL,1/24/2019
RESIDENTIAL,1/24/2019
RESIDENTIAL,1/25/2016
RESIDENTIAL,1/25/2016
RESIDENTIAL,1/25/2016
RESIDENTIAL,1/25/2017
RESIDENTIAL,1/25/2017
RESIDENTIAL,1/25/2017
RESIDENTIAL,1/25/2017
RESIDENTIAL,1/25/2018
RESIDENTIAL,1/25/2018
RESIDENTIAL,1/25/2018
RESIDENTIAL,1/25/2018
RESIDENTIAL,1/25/2018
RESIDENTIAL,1/25/2018
RESIDENTIAL,1/25/2018
RESIDENTIAL,1/25/2018
RESIDENTIAL,1/25/2019
RESIDENTIAL,1/25/2019
RESIDENTIAL,1/25/2019
RESIDENTIAL,1/25/2019
RESIDENTIAL,1/26/2015
RESIDENTIAL,1/26/2015
RESIDENTIAL,1/26/2015
RESIDENTIAL,1/26/2015
RESIDENTIAL,1/26/2016
RESIDENTIAL,1/26/2016
RESIDENTIAL,1/26/2016
RESIDENTIAL,1/26/2016
RESIDENTIAL,1/26/2017
RESIDENTIAL,1/26/2017
RESIDENTIAL,1/26/2017
RESIDENTIAL,1/26/2017
RESIDENTIAL,1/26/2017
RESIDENTIAL,1/26/2017
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2018
RESIDENTIAL,1/26/2019
